Date,Open,High,Low,Close,Adj Close,Volume
17/05/2010,51.439999,55.27,48,54.560001,48.635807,8113765
18/05/2010,54.540001,55.369999,53.93,54.549999,48.626892,6345270
19/05/2010,54,54.779999,52.720001,53.040001,47.280849,13933505
20/05/2010,52.799999,55.189999,52.529999,54.869999,48.912144,10469935
21/05/2010,54,54.200001,52.130001,53.080002,47.316509,7767870
24/05/2010,53.990002,54.560001,52.32,52.77,47.040169,3885065
25/05/2010,52.48,52.560001,51.299999,51.639999,46.032864,5831720
26/05/2010,52.259998,52.779999,51.709999,52.25,46.57663,3842215
27/05/2010,52.580002,53.990002,50.709999,53.439999,47.637424,9105955
28/05/2010,54.360001,56.939999,53.830002,56.349998,50.231445,17248615
31/05/2010,56.400002,57.939999,55.93,57.59,51.336815,15246660
01/06/2010,57.07,57.34,55.400002,55.790001,49.732258,9646175
02/06/2010,56,56.990002,55.799999,56.709999,50.552364,5225210
03/06/2010,57,59.450001,56.709999,59.049999,52.638279,15319490
04/06/2010,59.669998,59.880001,58.110001,58.439999,52.094513,20339135
07/06/2010,55,57.630001,55,57.200001,50.989155,9889885
08/06/2010,57.740002,58.66,56.299999,56.509998,50.374073,12587730
09/06/2010,56.799999,57.240002,54.84,55.849998,49.785744,15872790
10/06/2010,56.400002,56.66,55.080002,56.360001,50.240368,14100950
11/06/2010,57.200001,58.060001,56.400002,57.52,51.274418,19351665
14/06/2010,57.799999,57.970001,56.830002,57.34,51.113953,7216670
15/06/2010,57.099998,57.099998,56.02,56.740002,50.579102,6833705
16/06/2010,56.900002,57.66,56.360001,56.57,50.427563,8650630
17/06/2010,55.889999,57.18,55.810001,56.84,50.668243,9364195
18/06/2010,57,57.299999,55.669998,55.98,49.901619,4498365
21/06/2010,56,56.98,56,56.330002,50.213623,5213525
22/06/2010,56,56,52.560001,54.369999,48.466438,105086320
23/06/2010,54.599998,55.59,54.259998,55.389999,49.375687,18562655
24/06/2010,55.799999,55.799999,53.799999,54.209999,48.586964,24032410
25/06/2010,54.299999,54.880001,53.759998,54.450001,48.802071,9247740
28/06/2010,54.040001,54.700001,53.720001,54.41,48.766224,7928910
29/06/2010,52,54.400002,52,53.59,48.031284,8492355
30/06/2010,52.599998,54.040001,52.400002,53.860001,48.27327,6513095
01/07/2010,53.400002,54.240002,53.200001,53.919998,48.327049,4876530
02/07/2010,53.799999,54.779999,53.169998,53.560001,48.004398,6543500
05/07/2010,53.200001,54.049999,53.200001,53.68,48.111942,3366785
06/07/2010,53.799999,55.779999,53.669998,55.169998,49.447388,12565985
07/07/2010,54.98,55.169998,53.740002,54.02,48.416679,7697045
08/07/2010,54.419998,55.34,54.419998,55.16,49.438427,10207370
09/07/2010,55.52,57.32,55.299999,57.139999,51.213051,13881100
12/07/2010,57.400002,58.200001,56.82,57.169998,51.239937,7227650
13/07/2010,57.299999,57.880001,56.919998,57.529999,51.562595,4193455
14/07/2010,58.130001,58.540001,56.470001,56.82,50.926235,7848325
15/07/2010,57.200001,57.689999,56.91,57.330002,51.383339,5437550
16/07/2010,57.5,60.200001,57.400002,59.889999,53.677795,16281955
19/07/2010,59.43,60.549999,59.349998,59.57,53.390991,9497505
20/07/2010,59.799999,60.380001,59.220001,59.490002,53.319294,6897605
21/07/2010,60,60.939999,58.240002,59.57,53.390991,30466060
22/07/2010,59.799999,60.599998,59.080002,59.759998,53.561283,22666390
23/07/2010,60,60.880001,59.759998,60.369999,54.108013,14222805
26/07/2010,60.400002,60.73,59.209999,59.75,53.552319,5270390
27/07/2010,60,60.560001,59.73,59.950001,53.731575,7666185
28/07/2010,60.299999,60.299999,58.02,58.349998,52.297539,8390400
29/07/2010,58.540001,58.990002,58.07,58.400002,52.34235,8817225
30/07/2010,58.66,59.849998,58.630001,59.130001,52.996632,6382040
02/08/2010,59.200001,61.5,59.200001,61.09,54.753326,8622720
03/08/2010,61.599998,62.369999,61.41,61.849998,55.43449,9672150
04/08/2010,62.27,62.27,60.330002,60.720001,54.421711,8660780
05/08/2010,60.799999,61.139999,59.599998,59.849998,53.641945,8250495
06/08/2010,60,60.73,59,59.259998,53.113148,5116625
09/08/2010,59.639999,61.09,59.5,60.990002,54.6637,7789475
10/08/2010,61.099998,61.799999,60.419998,60.549999,54.269341,8704745
11/08/2010,60.599998,61.099998,59.880001,60.099998,53.866016,3709175
12/08/2010,59.599998,61.650002,59.400002,61.150002,54.807102,15778580
13/08/2010,61.509998,65.940002,61.200001,64.199997,57.540733,21814440
16/08/2010,64,65,63.040001,63.73,57.119488,7440930
17/08/2010,64.800003,65.879997,62.400002,65.529999,58.73278,10344235
18/08/2010,66,66.290001,64.709999,65.559998,58.759663,7274075
19/08/2010,65.599998,68.93,65.599998,68.540001,61.430569,16292090
20/08/2010,68.239998,68.239998,66.110001,66.300003,59.422909,9727270
23/08/2010,66.269997,67.400002,65.610001,66.57,59.664909,4911395
24/08/2010,66.57,66.800003,65.080002,65.720001,58.903069,9155280
25/08/2010,65.589996,66.660004,64.519997,65.550003,58.75071,5592675
26/08/2010,65.800003,66.269997,64.790001,65.199997,58.437008,5893950
27/08/2010,65,65.860001,63.919998,64.360001,57.684139,4381330
30/08/2010,64.400002,65.43,62.68,63.279999,56.716164,5447740
31/08/2010,63,63,60.509998,62.240002,55.784046,10598465
01/09/2010,62.509998,64.239998,62.459999,63.970001,57.334595,5837205
02/09/2010,64.760002,64.760002,63.200001,63.599998,57.002972,4108260
03/09/2010,64.199997,64.199997,62.900002,63.73,57.119488,4032115
06/09/2010,64.339996,65.480003,64.019997,64.419998,57.737907,7848365
07/09/2010,64.779999,64.93,63.380001,63.52,56.931271,3606235
08/09/2010,63.599998,63.900002,62.77,63.540001,56.9492,3926700
09/09/2010,63.799999,64.800003,63.66,64.150002,57.49593,5297755
13/09/2010,64.599998,66.580002,64.43,66.120003,59.261578,12927910
14/09/2010,66.400002,67,65.019997,65.739998,58.92099,8993460
15/09/2010,66,67.489998,65.199997,65.330002,58.553524,11953670
16/09/2010,65.620003,67,65.199997,65.860001,59.028553,12823135
17/09/2010,65.400002,66.580002,65.199997,65.889999,59.055435,9792865
20/09/2010,66.199997,66.629997,65.279999,66.43,59.539433,6478475
21/09/2010,66.599998,67.690002,65.650002,65.839996,59.010624,14427795
22/09/2010,65.730003,66.739998,65.139999,66.470001,59.575268,7066025
23/09/2010,66.800003,68.199997,66.300003,67.559998,60.552212,16191605
24/09/2010,67.559998,67.720001,66.620003,67.389999,60.399853,6469355
27/09/2010,67.800003,69.440002,67.470001,69.129997,61.959366,12002865
28/09/2010,67.800003,70.919998,67.800003,70.290001,62.999043,9442335
29/09/2010,70.620003,71.739998,70.199997,70.559998,63.241024,17306235
30/09/2010,70.419998,70.989998,68.599998,70.029999,62.765995,11737700
01/10/2010,70.800003,72.089996,70.57,71.400002,63.993896,3722475
04/10/2010,72.339996,72.900002,71.040001,71.800003,64.352425,12549825
05/10/2010,72,72.099998,70.400002,70.620003,63.2948,8813815
06/10/2010,71.199997,71.550003,70.199997,70.419998,63.115559,4794225
07/10/2010,70.800003,70.800003,68.629997,68.959999,61.806995,7249475
08/10/2010,69.129997,70.580002,68.75,70.279999,62.990082,8242535
11/10/2010,70.769997,71.75,70.209999,70.809998,63.465096,10663825
12/10/2010,66.540001,71.279999,66.540001,69.599998,62.380608,7888720
13/10/2010,69.980003,70.900002,69.519997,70.540001,63.223118,5981070
14/10/2010,70.93,71.18,69.849998,70.059998,62.7929,3919180
15/10/2010,70.220001,70.220001,69.199997,69.410004,62.21032,2759265
18/10/2010,69.599998,71.339996,68.220001,70.959999,63.599545,10247000
19/10/2010,70.800003,71.68,68.959999,69.379997,62.18343,6109075
20/10/2010,69.589996,70.790001,69.260002,70.470001,63.16037,14248045
21/10/2010,70.470001,71.300003,68.900002,70.760002,63.420296,13544650
22/10/2010,71.400002,74.540001,71.300003,73.839996,66.180801,21616995
25/10/2010,74.400002,74.800003,73.199997,74.470001,66.745461,9667585
26/10/2010,74.599998,76,73.93,75.769997,67.910622,9453330
27/10/2010,75.599998,76,73.07,73.790001,66.136002,4802505
28/10/2010,74.010002,74.459999,71.019997,71.830002,64.379295,10555535
29/10/2010,72,72.68,70.199997,71.900002,64.442039,8917655
01/11/2010,71.900002,74,71.900002,73.870003,66.207703,4418650
02/11/2010,74.129997,75.199997,73.190002,74.029999,66.351105,6357795
